V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41
Comparison876	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1
Comparison877	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1
Comparison878	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1
Comparison879	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1
Comparison880	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2
Comparison881	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2
Comparison882	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2
Comparison883	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1
Comparison884	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1
Comparison885	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2
Comparison886	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2
Comparison887	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2
Comparison888	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1
Comparison889	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1
Comparison890	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1
Comparison891	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2
Comparison892	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1
Comparison893	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2
Comparison894	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1
Comparison895	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1
Comparison896	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1
Comparison897	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1
Comparison898	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2
Comparison899	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1
Comparison900	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1
Comparison901	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1
Comparison902	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1
Comparison903	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1
Comparison904	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1
Comparison905	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2
Comparison906	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1
Comparison907	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2
Comparison908	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1
Comparison909	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1
Comparison910	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2
Comparison911	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2
Comparison912	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1
Comparison913	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2
Comparison914	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2
Comparison915	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1
Comparison916	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1
Comparison917	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2
Comparison918	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2
Comparison919	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2
Comparison920	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1
Comparison921	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1
Comparison922	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1
Comparison923	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2
Comparison924	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1
Comparison925	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1
Comparison926	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1
Comparison927	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2
Comparison928	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2
Comparison929	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2
Comparison930	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2
Comparison931	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2
Comparison932	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2
Comparison933	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1
Comparison934	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1
Comparison935	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1
Comparison936	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1
Comparison937	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1
Comparison938	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1
Comparison939	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1
Comparison940	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2
Comparison941	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2
Comparison942	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1
Comparison943	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2
Comparison944	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2
Comparison945	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2
Comparison946	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2
Comparison947	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2
Comparison948	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2
Comparison949	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2
Comparison950	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2
Comparison951	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2
Comparison952	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1
Comparison953	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2
Comparison954	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1
Comparison955	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2
Comparison956	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1
